Organisation Code;Organisation Name;All Procedures - Total HES Procedures;All Procedures - Total Pre-Op Qs;All Procedures - Participation Rate;All Procedures - Total Linked;All Procedures - Linkage rate;All Procedures - Total Q2s sent to date;All Procedures - Issue rate;All Procedures - Total Q2s returned to date;All Procedures - Response rate;Hip Replacement - Total HES Procedures;Hip Replacement - Total Pre-Op Qs;Hip Replacement - Participation Rate;Hip Replacement - Total Linked;Hip Replacement - Linkage rate;Hip Replacement - Total Q2s sent to date;Hip Replacement - Issue rate;Hip Replacement - Total Q2s returned to date;Hip Replacement - Response rate;Primary Hip Replacement - Total HES Procedures;Primary Hip Replacement - Total Pre-Op Qs;Primary Hip Replacement - Participation Rate;Primary Hip Replacement - Total Linked;Primary Hip Replacement - Linkage rate;Primary Hip Replacement - Total Q2s sent to date;Primary Hip Replacement - Issue rate;Primary Hip Replacement - Total Q2s returned to date;Primary Hip Replacement - Response rate;Revision Hip Replacement - Total HES Procedures;Revision Hip Replacement - Total Pre-Op Qs;Revision Hip Replacement - Participation Rate;Revision Hip Replacement - Total Linked;Revision Hip Replacement - Linkage rate;Revision Hip Replacement - Total Q2s sent to date;Revision Hip Replacement - Issue rate;Revision Hip Replacement - Total Q2s returned to date;Revision Hip Replacement - Response rate;Knee Replacement - Total HES Procedures;Knee Replacement - Total Pre-Op Qs;Knee Replacement - Participation Rate;Knee Replacement - Total Linked;Knee Replacement - Linkage rate;Knee Replacement - Total Q2s sent to date;Knee Replacement - Issue rate;Knee Replacement - Total Q2s returned to date;Knee Replacement - Response rate;Primary Knee Replacement - Total HES Procedures;Primary Knee Replacement - Total Pre-Op Qs;Primary Knee Replacement - Participation Rate;Primary Knee Replacement - Total Linked;Primary Knee Replacement - Linkage rate;Primary Knee Replacement - Total Q2s sent to date;Primary Knee Replacement - Issue rate;Primary Knee Replacement - Total Q2s returned to date;Primary Knee Replacement - Response rate;Revision Knee Replacement - Total HES Procedures;Revision Knee Replacement - Total Pre-Op Qs;Revision Knee Replacement - Participation Rate;Revision Knee Replacement - Total Linked;Revision Knee Replacement - Linkage rate;Revision Knee Replacement - Total Q2s sent to date;Revision Knee Replacement - Issue rate;Revision Knee Replacement - Total Q2s returned to date;Revision Knee Replacement - Response rate;CSVYear
NXM01;THE HORDER CENTRE - ST JOHNS ROAD;1780;1659;0.9320225;1540;0.92827;1576;0.9499699;1283;0.8140863;882;809;0.9172336;760;0.9394314;778;0.9616811;635;0.8161954;816;718;0.879902;718;1;699;0.9735376;579;0.8283262;66;42;0.6363636;42;1;42;1;36;0.8571429;898;850;0.9465479;780;0.9176471;798;0.9388235;648;0.8120301;861;757;0.8792102;757;1;727;0.9603699;608;0.8363136;37;23;0.6216216;23;1;22;0.9565217;20;0.9090909;2018/19
NXM04;THE MCINDOE CENTRE;0;65;0.0;0;0.0;65;1.0;54;0.8307692;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;65;0;0;0;65;1;54;0.8307692;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2016/17
NXM04;THE MCINDOE CENTRE;187;208;11.122.995;159;0.7644231;206;0.9903846;122;0.592233;15;20;13.333.333;7;0.35;19;0.95;7;0.3684211;15;7;0.4666667;7;1;7;1;4;0.5714286;0;0;0;0;0;0;0;0;0;172;188;10.930.233;152;0.8085106;187;0.9946809;115;0.6149733;*;152;0.8888889;*;1;152;1;100;0.6578947;*;0;*;0;0;0;0;0;0;2017/18
NXM04;THE MCINDOE CENTRE;0;73;0.0;0;0.0;70;0.9589041;51;0.7285714;0;29;0;0;0;27;0.9310345;18;0.6666667;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;44;0;0;0;43;0.9772727;33;0.7674419;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2018/19
DX1;THE NEW FOSCOTE HOSPITAL LTD;0;0;0.0;0;0.0;0;0.0;0;0.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;*;0;*;0;0;0;0;0;0;*;0;*;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2018/19
RTD;THE NEWCASTLE UPON TYNE HOSPITALS NHS FOUNDATION TRUST;1534;1035;0.6747066;725;0.7004831;1031;0.9961353;696;0.6750727;700;430;0.6142857;311;0.7232558;428;0.9953488;295;0.6892523;652;290;0.4447853;290;1;290;1;231;0.7965517;48;21;0.4375;21;1;21;1;19;0.9047619;834;605;0.7254197;414;0.6842975;603;0.9966942;401;0.6650083;775;389;0.5019355;389;1;387;0.9948586;306;0.7906977;59;25;0.4237288;25;1;25;1;16;0.64;2016/17
RTD;THE NEWCASTLE UPON TYNE HOSPITALS NHS FOUNDATION TRUST;1298;796;0.6132512;508;0.638191;777;0.9761307;428;0.5508366;605;322;0.5322314;230;0.7142857;318;0.9875776;185;0.581761;549;209;0.3806922;209;1;208;0.9952153;139;0.6682692;56;21;0.375;21;1;21;1;16;0.7619048;693;474;0.6839827;278;0.5864979;459;0.9683544;243;0.5294118;635;253;0.3984252;253;1;246;0.972332;179;0.7276423;58;25;0.4310345;25;1;24;0.96;12;0.5;2017/18
RTD;THE NEWCASTLE UPON TYNE HOSPITALS NHS FOUNDATION TRUST;1420;653;0.4598592;456;0.6983155;649;0.9938744;375;0.577812;602;250;0.4152824;175;0.7;248;0.992;150;0.6048387;559;158;0.2826476;158;1;156;0.9873418;110;0.7051282;43;17;0.3953488;17;1;17;1;13;0.7647059;818;403;0.492665;281;0.6972705;401;0.9950372;225;0.5610973;757;258;0.340819;258;1;257;0.996124;176;0.6848249;61;23;0.3770492;23;1;23;1;15;0.6521739;2018/19
RQW;THE PRINCESS ALEXANDRA HOSPITAL NHS TRUST;516;547;10.600.775;451;0.8244973;544;0.9945155;401;0.7371324;258;269;10.426.357;234;0.8698885;268;0.9962825;203;0.7574627;232;218;0.9396552;218;1;218;1;176;0.8073394;26;16;0.6153846;16;1;16;1;14;0.875;258;278;10.775.194;217;0.7805755;276;0.9928058;198;0.7173913;242;209;0.8636364;209;1;207;0.9904306;164;0.7922705;16;8;0.5;8;1;8;1;5;0.625;2016/17
RQW;THE PRINCESS ALEXANDRA HOSPITAL NHS TRUST;490;490;1.0;393;0.8020408;486;0.9918367;334;0.6872428;247;221;0.8947368;194;0.8778281;219;0.9909502;158;0.7214612;218;184;0.8440367;184;1;183;0.9945652;140;0.7650273;29;10;0.3448276;10;1;10;1;6;0.6;243;269;11.069.959;199;0.739777;267;0.9925651;176;0.659176;226;191;0.8451327;191;1;191;1;143;0.7486911;17;8;0.4705882;8;1;8;1;5;0.625;2017/18
RQW;THE PRINCESS ALEXANDRA HOSPITAL NHS TRUST;597;556;0.9313233;463;0.8327338;550;0.9892086;373;0.6781818;297;258;0.8686869;227;0.879845;255;0.9883721;168;0.6588235;264;210;0.7954545;210;1;209;0.9952381;150;0.7177033;33;17;0.5151515;17;1;17;1;11;0.6470588;300;298;0.9933333;236;0.7919463;295;0.9899329;205;0.6949153;291;*;*;*;*;*;*;*;*;9;*;*;*;*;*;*;*;*;2018/19
RCX;THE QUEEN ELIZABETH HOSPITAL, KING'S LYNN, NHS FOUNDATION TRUST;543;430;0.7918969;355;0.8255814;429;0.9976744;357;0.8321678;286;195;0.6818182;180;0.9230769;195;1;165;0.8461538;266;173;0.6503759;173;1;173;1;150;0.867052;20;7;0.35;7;1;7;1;7;1;257;235;0.9143969;175;0.7446809;234;0.9957447;192;0.8205128;239;166;0.6945607;166;1;166;1;148;0.8915663;18;9;0.5;9;1;9;1;7;0.7777778;2016/17
RCX;THE QUEEN ELIZABETH HOSPITAL, KING'S LYNN, NHS FOUNDATION TRUST;504;433;0.859127;358;0.8267898;428;0.9884527;308;0.7196262;254;222;0.8740157;193;0.8693694;219;0.9864865;159;0.7260274;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;250;211;0.844;165;0.7819905;209;0.9905213;149;0.7129187;231;158;0.6839827;158;1;158;1;132;0.835443;19;7;0.3684211;7;1;7;1;6;0.8571429;2017/18
RCX;THE QUEEN ELIZABETH HOSPITAL, KING'S LYNN, NHS FOUNDATION TRUST;550;291;0.5290909;205;0.7044674;288;0.9896907;203;0.7048611;295;148;0.5016949;109;0.7364865;147;0.9932432;110;0.7482993;277;102;0.368231;102;1;102;1;85;0.8333333;18;7;0.3888889;7;1;7;1;5;0.7142857;255;143;0.5607843;96;0.6713287;141;0.986014;93;0.6595745;237;89;0.3755274;89;1;88;0.988764;74;0.8409091;18;7;0.3888889;7;1;6;0.8571429;6;1;2018/19
RL1;THE ROBERT JONES AND AGNES HUNT ORTHOPAEDIC HOSPITAL NHS FOUNDATION TRUST;2603;2274;0.8736074;1999;0.8790677;2264;0.9956025;1932;0.8533569;1326;1103;0.831825;1044;0.9465095;1099;0.9963735;943;0.8580528;1141;911;0.7984224;911;1;908;0.9967069;776;0.8546256;185;133;0.7189189;133;1;133;1;115;0.8646617;1277;1171;0.916993;955;0.8155423;1165;0.9948762;989;0.848927;1114;843;0.7567325;843;1;841;0.9976275;725;0.862069;163;112;0.6871166;112;1;112;1;89;0.7946429;2016/17
RL1;THE ROBERT JONES AND AGNES HUNT ORTHOPAEDIC HOSPITAL NHS FOUNDATION TRUST;2917;2814;0.9646897;2580;0.9168443;2778;0.9872068;2216;0.7976962;1340;1279;0.9544776;1191;0.9311962;1262;0.9867084;1010;0.800317;1193;1076;0.9019279;1076;1;1072;0.9962825;877;0.818097;147;115;0.7823129;115;1;114;0.9913043;81;0.7105263;1577;1535;0.9733672;1389;0.904886;1516;0.9876221;1206;0.7955145;1407;1253;0.8905473;1253;1;1252;0.9992019;1022;0.8162939;170;136;0.8;136;1;135;0.9926471;96;0.7111111;2017/18
RL1;THE ROBERT JONES AND AGNES HUNT ORTHOPAEDIC HOSPITAL NHS FOUNDATION TRUST;2859;2782;0.9730675;2570;0.9237958;2746;0.9870597;2224;0.8099053;1277;1239;0.9702428;1149;0.9273608;1219;0.9838579;990;0.8121411;1146;1032;0.9005236;1032;1;1027;0.995155;857;0.8344693;131;117;0.8931298;117;1;116;0.991453;83;0.7155172;1582;1543;0.9753477;1421;0.9209332;1527;0.9896306;1234;0.8081205;1386;1274;0.9191919;1274;1;1271;0.9976452;1052;0.8276947;196;147;0.75;147;1;147;1;112;0.7619048;2018/19
RFR;THE ROTHERHAM NHS FOUNDATION TRUST;626;655;10.463.259;408;0.6229008;653;0.9969466;448;0.6860643;304;299;0.9835526;193;0.6454849;299;1;204;0.6822742;285;183;0.6421053;183;1;183;1;148;0.8087432;19;10;0.5263158;10;1;10;1;6;0.6;322;356;11.055.901;215;0.6039326;354;0.994382;244;0.6892655;298;203;0.6812081;203;1;202;0.9950739;170;0.8415842;24;12;0.5;12;1;12;1;8;0.6666667;2016/17
RFR;THE ROTHERHAM NHS FOUNDATION TRUST;725;478;0.6593103;306;0.6401674;472;0.9874477;292;0.6186441;370;229;0.6189189;155;0.6768559;226;0.9868996;141;0.6238938;349;148;0.4240688;148;1;147;0.9932432;98;0.6666667;21;7;0.3333333;7;1;7;1;4;0.5714286;355;249;0.7014085;151;0.6064257;246;0.9879518;151;0.6138211;342;*;*;*;*;*;*;*;*;13;*;*;*;*;*;*;*;*;2017/18
RFR;THE ROTHERHAM NHS FOUNDATION TRUST;619;536;0.8659128;362;0.6753731;528;0.9850746;352;0.6666667;286;252;0.8811189;181;0.718254;247;0.9801587;161;0.6518219;263;169;0.6425856;169;1;166;0.9822485;118;0.7108434;23;12;0.5217391;12;1;12;1;9;0.75;333;284;0.8528529;181;0.6373239;281;0.9894366;191;0.6797153;315;*;*;*;*;*;*;*;*;18;*;*;*;*;*;*;*;*;2018/19
RDZ;THE ROYAL BOURNEMOUTH AND CHRISTCHURCH HOSPITALS NHS FOUNDATION TRUST;1825;1302;0.7134247;532;0.4086022;1300;0.9984639;973;0.7484615;941;519;0.5515409;241;0.4643545;518;0.9980732;392;0.7567568;874;231;0.2643021;231;1;231;1;186;0.8051948;67;10;0.1492537;10;1;10;1;7;0.7;884;783;0.8857466;291;0.3716475;782;0.9987229;581;0.7429668;845;283;0.3349112;283;1;283;1;237;0.8374558;39;8;0.2051282;8;1;8;1;6;0.75;2016/17
RDZ;THE ROYAL BOURNEMOUTH AND CHRISTCHURCH HOSPITALS NHS FOUNDATION TRUST;1702;961;0.5646298;732;0.7617066;958;0.9968783;690;0.7202505;774;403;0.5206718;328;0.8138958;402;0.9975186;296;0.7363184;726;317;0.4366391;317;1;316;0.9968454;246;0.778481;48;11;0.2291667;11;1;11;1;9;0.8181818;928;558;0.6012931;404;0.7240143;556;0.9964158;394;0.7086331;899;*;*;*;*;*;*;*;*;29;*;*;*;*;*;*;*;*;2017/18
RDZ;THE ROYAL BOURNEMOUTH AND CHRISTCHURCH HOSPITALS NHS FOUNDATION TRUST;1560;1481;0.949359;1416;0.9561107;1477;0.9972991;1200;0.8124577;743;688;0.9259758;669;0.9723837;686;0.997093;566;0.8250729;703;634;0.9018492;634;1;633;0.9984227;530;0.8372828;40;35;0.875;35;1;35;1;27;0.7714286;817;793;0.9706242;747;0.9419924;791;0.9974779;634;0.8015171;792;730;0.9217172;730;1;729;0.9986301;593;0.8134431;25;17;0.68;17;1;17;1;12;0.7058824;2018/19
RRJ;THE ROYAL ORTHOPAEDIC HOSPITAL NHS FOUNDATION TRUST;2235;2416;10.809.843;2272;0.9403974;2036;0.8427152;1580;0.7760314;1257;1328;10.564.837;1287;0.9691265;1106;0.8328313;859;0.7766727;1046;1096;10.478.011;1096;1;919;0.8385036;721;0.7845484;211;191;0.9052133;191;1;155;0.8115183;116;0.7483871;978;1088;11.124.744;985;0.9053309;930;0.8547794;721;0.7752688;852;882;10.352.113;882;1;761;0.8628118;594;0.7805519;126;103;0.8174603;103;1;85;0.8252427;66;0.7764706;2016/17
RRJ;THE ROYAL ORTHOPAEDIC HOSPITAL NHS FOUNDATION TRUST;2347;2009;0.8559864;1944;0.9676456;2004;0.9975112;1477;0.7370259;1266;1087;0.8586098;1058;0.9733211;1085;0.9981601;801;0.7382488;1064;928;0.8721805;928;1;927;0.9989224;689;0.7432578;202;130;0.6435644;130;1;130;1;95;0.7307692;1081;922;0.852914;886;0.9609544;919;0.9967462;676;0.7355822;937;790;0.8431163;790;1;788;0.9974684;591;0.75;144;96;0.6666667;96;1;96;1;65;0.6770833;2017/18
RRJ;THE ROYAL ORTHOPAEDIC HOSPITAL NHS FOUNDATION TRUST;2466;2158;0.8751014;1982;0.918443;2141;0.9921223;1565;0.7309668;1296;1119;0.8634259;1040;0.9294013;1108;0.9901698;829;0.7481949;1131;942;0.8328912;942;1;940;0.9978769;708;0.7531915;165;98;0.5939394;98;1;97;0.9897959;78;0.8041237;1170;1039;0.8880342;942;0.906641;1033;0.9942252;736;0.7124879;1016;852;0.8385827;852;1;848;0.9953052;628;0.740566;154;90;0.5844156;90;1;90;1;52;0.5777778;2018/19
RL4;THE ROYAL WOLVERHAMPTON NHS TRUST;1031;1005;0.9747818;844;0.839801;1004;0.999005;738;0.7350598;483;463;0.9585921;392;0.8466523;463;1;340;0.7343413;453;369;0.8145695;369;1;369;1;280;0.7588076;30;23;0.7666667;23;1;23;1;19;0.826087;548;542;0.9890511;452;0.8339483;541;0.998155;398;0.7356747;531;438;0.8248588;438;1;437;0.9977169;343;0.784897;17;14;0.8235294;14;1;14;1;12;0.8571429;2016/17
RL4;THE ROYAL WOLVERHAMPTON NHS TRUST;1162;982;0.8450947;873;0.889002;977;0.9949084;705;0.7215967;522;441;0.8448276;403;0.9138322;439;0.9954649;318;0.7243736;494;386;0.7813765;386;1;386;1;289;0.7487047;28;17;0.6071429;17;1;16;0.9411765;15;0.9375;640;541;0.8453125;470;0.8687616;538;0.9944547;387;0.7193309;615;452;0.7349593;452;1;450;0.9955752;347;0.7711111;25;18;0.72;18;1;18;1;10;0.5555556;2017/18
RL4;THE ROYAL WOLVERHAMPTON NHS TRUST;1408;1038;0.7372159;959;0.9238921;1036;0.9980732;743;0.7171815;612;440;0.7189542;415;0.9431818;439;0.9977273;334;0.76082;579;398;0.6873921;398;1;398;1;308;0.7738693;33;17;0.5151515;17;1;17;1;11;0.6470588;796;598;0.7512563;544;0.909699;597;0.9983278;409;0.6850921;763;530;0.6946265;530;1;530;1;380;0.7169811;33;14;0.4242424;14;1;14;1;9;0.6428571;2018/19
NN801;THE SPENCER WING (RAMSGATE ROAD);131;300;22.900.763;72;0.24;299;0.9966667;223;0.7458194;49;113;23.061.224;30;0.2654867;113;1;95;0.840708;49;30;0.6122449;30;1;30;1;26;0.8666667;0;0;0;0;0;0;0;0;0;82;187;22.804.878;42;0.2245989;186;0.9946524;128;0.688172;*;42;0.525;*;1;41;0.9761905;30;0.7317073;*;0;*;0;0;0;0;0;0;2016/17
NN801;THE SPENCER WING (RAMSGATE ROAD);191;352;18.429.319;112;0.3181818;352;1.0;249;0.7073864;93;176;18.924.731;59;0.3352273;176;1;121;0.6875;93;59;0.6344086;59;1;59;1;53;0.8983051;0;0;0;0;0;0;0;0;0;98;176;17.959.184;53;0.3011364;176;1;128;0.7272727;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;2017/18
NN802;THE SPENCER WING (WILLIAM HARVEY HOSPITAL);0;0;0.0;0;0.0;0;0.0;0;0.0;*;0;*;0;0;0;0;0;0;*;0;*;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;*;0;*;0;0;0;0;0;0;*;0;*;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2017/18
NT255;THE VALE HOSPITAL;0;0;0.0;0;0.0;0;0.0;0;0.0;*;0;*;0;0;0;0;0;0;*;0;*;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;*;0;*;0;0;0;0;0;0;*;0;*;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2018/19
NVC20;THE YORKSHIRE CLINIC;811;870;10.727.497;803;0.9229885;868;0.9977011;699;0.8052995;371;376;10.134.771;360;0.9574468;375;0.9973404;304;0.8106667;359;348;0.9693593;348;1;347;0.9971264;283;0.815562;12;12;1;12;1;12;1;11;0.9166667;440;494;11.227.273;443;0.8967611;493;0.9979757;395;0.801217;430;434;10.093.023;434;1;433;0.9976959;349;0.8060046;10;9;0.9;9;1;9;1;7;0.7777778;2016/17
NVC20;THE YORKSHIRE CLINIC;859;829;0.9650757;801;0.9662244;822;0.9915561;639;0.7773723;360;348;0.9666667;340;0.9770115;346;0.9942529;276;0.7976879;349;332;0.9512894;332;1;332;1;270;0.813253;11;8;0.7272727;8;1;8;1;3;0.375;499;481;0.9639279;461;0.95842;476;0.989605;363;0.762605;491;455;0.9266802;455;1;453;0.9956044;351;0.7748344;8;6;0.75;6;1;6;1;5;0.8333333;2017/18
NVC20;THE YORKSHIRE CLINIC;893;860;0.9630459;840;0.9767442;860;1.0;656;0.7627907;389;377;0.9691517;365;0.9681698;377;1;288;0.7639257;383;*;*;*;*;*;*;*;*;6;*;*;*;*;*;*;*;*;504;483;0.9583333;475;0.9834369;483;1;368;0.7619048;493;467;0.9472617;467;1;467;1;357;0.764454;11;8;0.7272727;8;1;8;1;6;0.75;2018/19
RA9;TORBAY AND SOUTH DEVON NHS FOUNDATION TRUST;664;774;11.656.627;456;0.5891473;771;0.996124;548;0.7107652;349;365;10.458.453;232;0.6356164;362;0.9917808;251;0.6933702;302;204;0.6754967;204;1;204;1;161;0.7892157;47;28;0.5957447;28;1;28;1;21;0.75;315;409;12.984.127;224;0.5476773;409;1;297;0.7261614;287;210;0.7317073;210;1;210;1;177;0.8428571;28;14;0.5;14;1;14;1;9;0.6428571;2016/17
RA9;TORBAY AND SOUTH DEVON NHS FOUNDATION TRUST;511;710;13.894.325;237;0.3338028;708;0.9971831;381;0.5381356;282;355;12.588.652;144;0.4056338;354;0.9971831;206;0.5819209;252;123;0.4880952;123;1;123;1;97;0.7886179;30;21;0.7;21;1;21;1;13;0.6190476;229;355;15.502.183;93;0.2619718;354;0.9971831;175;0.4943503;209;80;0.3827751;80;1;80;1;65;0.8125;20;13;0.65;13;1;13;1;6;0.4615385;2017/18
RA9;TORBAY AND SOUTH DEVON NHS FOUNDATION TRUST;578;470;0.8131488;164;0.3489362;464;0.987234;272;0.5862069;306;236;0.7712418;117;0.4957627;234;0.9915254;155;0.6623932;272;93;0.3419118;93;1;93;1;69;0.7419355;34;24;0.7058824;24;1;24;1;18;0.75;272;234;0.8602941;47;0.2008547;230;0.982906;117;0.5086957;246;37;0.1504065;37;1;37;1;29;0.7837838;26;10;0.3846154;10;1;10;1;8;0.8;2018/19
NN501;TRAFFORD GENERAL HOSPITAL;0;0;0.0;0;0.0;0;0.0;0;0.0;*;*;*;*;*;*;*;0;*;*;*;*;*;*;*;*;0;*;0;0;0;0;0;0;0;0;0;*;0;*;0;0;0;0;0;0;*;0;*;*;0;0;0;0;0;*;0;*;0;0;0;0;0;0;2016/17
NN501;TRAFFORD GENERAL HOSPITAL;49;9;0.1836735;5;0.5555556;9;1.0;5;0.5555556;24;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;0;*;0;0;0;0;0;0;25;9;0.36;5;0.5555556;9;1;5;0.5555556;*;*;*;*;*;*;*;*;*;*;0;*;0;0;0;0;0;0;2017/18
NN501;TRAFFORD GENERAL HOSPITAL;66;0;0.0;0;0.0;0;0.0;0;0.0;23;0;0;0;0;0;0;0;0;23;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;43;0;0;0;0;0;0;0;0;43;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2018/19
NN401;TYNESIDE SURGICAL SERVICES;68;42;0.6176471;28;0.6666667;42;1.0;34;0.8095238;27;17;0.6296296;13;0.7647059;17;1;17;1;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;41;25;0.6097561;15;0.6;25;1;17;0.68;41;15;0.3658537;15;1;15;1;12;0.8;0;0;0;0;0;0;0;0;0;2016/17
NN401;TYNESIDE SURGICAL SERVICES;40;27;0.675;24;0.8888889;26;0.962963;18;0.6923077;14;16;11.428.571;14;0.875;15;0.9375;12;0.8;14;14;1;14;1;14;1;11;0.7857143;0;0;0;0;0;0;0;0;0;26;11;0.4230769;10;0.9090909;11;1;6;0.5454545;*;10;0.4;*;1;10;1;6;0.6;*;0;*;0;0;0;0;0;0;2017/18
NN401;TYNESIDE SURGICAL SERVICES;57;66;11.578.947;52;0.7878788;63;0.9545455;42;0.6666667;25;32;1.28;23;0.71875;31;0.96875;18;0.5806452;25;23;0.92;23;1;22;0.9565217;16;0.7272727;0;0;0;0;0;0;0;0;0;32;34;10.625;29;0.8529412;32;0.9411765;24;0.75;32;29;0.90625;29;1;27;0.9310345;22;0.8148148;0;0;0;0;0;0;0;0;0;2018/19
RWD;UNITED LINCOLNSHIRE HOSPITALS NHS TRUST;1334;1043;0.7818591;793;0.7603068;1041;0.9980825;766;0.7358309;573;437;0.7626527;352;0.805492;437;1;316;0.7231121;512;321;0.6269531;321;1;321;1;253;0.788162;61;31;0.5081967;31;1;31;1;21;0.6774194;761;606;0.7963206;441;0.7277228;604;0.9966997;450;0.7450331;709;435;0.6135402;435;1;435;1;363;0.8344828;52;6;0.1153846;6;1;6;1;6;1;2016/17
RWD;UNITED LINCOLNSHIRE HOSPITALS NHS TRUST;1183;846;0.715131;671;0.7931442;843;0.9964539;590;0.6998814;551;390;0.707804;311;0.7974359;389;0.9974359;267;0.6863753;476;284;0.5966387;284;1;284;1;214;0.7535211;75;27;0.36;27;1;27;1;20;0.7407407;632;456;0.721519;360;0.7894737;454;0.995614;323;0.7114537;583;346;0.593482;346;1;346;1;278;0.8034682;49;14;0.2857143;14;1;14;1;10;0.7142857;2017/18
RWD;UNITED LINCOLNSHIRE HOSPITALS NHS TRUST;1239;969;0.7820823;788;0.8132095;963;0.993808;671;0.6967809;600;470;0.7833333;396;0.8425532;466;0.9914894;333;0.7145923;551;379;0.6878403;379;1;377;0.994723;290;0.7692308;49;17;0.3469388;17;1;17;1;11;0.6470588;639;499;0.7809077;392;0.7855711;497;0.995992;338;0.6800805;597;384;0.6432161;384;1;383;0.9973958;299;0.7806789;42;8;0.1904762;8;1;8;1;8;1;2018/19
RRV;UNIVERSITY COLLEGE LONDON HOSPITALS NHS FOUNDATION TRUST;614;607;0.9885993;517;0.8517298;586;0.9654036;374;0.6382253;361;329;0.9113573;303;0.9209726;323;0.9817629;211;0.6532508;334;286;0.8562874;286;1;282;0.986014;184;0.6524823;27;17;0.6296296;17;1;17;1;10;0.5882353;253;278;10.988.142;214;0.7697842;263;0.9460432;163;0.6197719;222;194;0.8738739;194;1;181;0.9329897;113;0.6243094;31;20;0.6451613;20;1;19;0.95;10;0.5263158;2016/17
RRV;UNIVERSITY COLLEGE LONDON HOSPITALS NHS FOUNDATION TRUST;609;577;0.9474548;519;0.8994801;559;0.9688042;346;0.6189624;324;308;0.9506173;273;0.8863636;290;0.9415584;183;0.6310345;307;262;0.8534202;262;1;256;0.9770992;167;0.6523438;17;11;0.6470588;11;1;11;1;6;0.5454545;285;269;0.9438596;246;0.9144981;269;1;163;0.605948;257;230;0.8949416;230;1;230;1;143;0.6217391;28;16;0.5714286;16;1;16;1;8;0.5;2017/18
RRV;UNIVERSITY COLLEGE LONDON HOSPITALS NHS FOUNDATION TRUST;741;668;0.9014845;603;0.9026946;645;0.9655689;353;0.5472868;387;333;0.8604651;303;0.9099099;323;0.96997;180;0.5572755;351;279;0.7948718;279;1;275;0.9856631;162;0.5890909;36;24;0.6666667;24;1;21;0.875;11;0.5238095;354;335;0.9463277;300;0.8955224;322;0.961194;173;0.5372671;324;279;0.8611111;279;1;273;0.9784946;153;0.5604396;30;21;0.7;21;1;19;0.9047619;8;0.4210526;2018/19
RM2;UNIVERSITY HOSPITAL OF SOUTH MANCHESTER NHS FOUNDATION TRUST;467;384;0.8222698;293;0.7630208;384;1.0;292;0.7604167;226;190;0.840708;149;0.7842105;190;1;138;0.7263158;214;142;0.6635514;142;1;142;1;108;0.7605634;12;7;0.5833333;7;1;7;1;5;0.7142857;241;194;0.8049793;144;0.742268;194;1;154;0.7938144;231;137;0.5930736;137;1;137;1;114;0.8321168;10;7;0.7;7;1;7;1;7;1;2016/17
RM2;UNIVERSITY HOSPITAL OF SOUTH MANCHESTER NHS FOUNDATION TRUST;0;187;0.0;0;0.0;187;1.0;121;0.6470588;0;92;0;0;0;92;1;53;0.576087;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;95;0;0;0;95;1;68;0.7157895;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2017/18
RHM;UNIVERSITY HOSPITAL SOUTHAMPTON NHS FOUNDATION TRUST;840;720;0.8571429;466;0.6472222;614;0.8527778;410;0.6677524;478;369;0.7719665;295;0.799458;322;0.8726287;214;0.6645963;408;262;0.6421569;262;1;249;0.9503817;177;0.7108434;70;33;0.4714286;33;1;32;0.969697;24;0.75;362;351;0.9696133;171;0.4871795;292;0.8319088;196;0.6712329;299;140;0.4682274;140;1;134;0.9571429;101;0.7537313;63;31;0.4920635;31;1;31;1;22;0.7096774;2016/17
RHM;UNIVERSITY HOSPITAL SOUTHAMPTON NHS FOUNDATION TRUST;751;461;0.6138482;287;0.6225597;407;0.8828633;252;0.6191646;380;241;0.6342105;157;0.6514523;212;0.879668;134;0.6320755;318;126;0.3962264;126;1;120;0.952381;94;0.7833333;62;31;0.5;31;1;31;1;21;0.6774194;371;220;0.5929919;130;0.5909091;195;0.8863636;118;0.6051282;324;107;0.3302469;107;1;102;0.953271;73;0.7156863;47;23;0.4893617;23;1;23;1;17;0.7391304;2017/18
